tweet_id	query	disease	created_at	screen_name	text	description	location	timezone	user_id	coordinate	tweets_per_user	posted_by	talk_about	sarcasm
722092181817720833	#HIV	HIV	2016-04-18 15:59:26	ATXEQL	#IrritateMeIn4Words bill clinton has AIDS			None	1299306031	None	15	Individual	celeb	sarcasm	
719615894041657344	#HIV	HIV	2016-04-11 19:59:33	givenscandice7	#Prince   AIDS DEAD			None		None	1	Individual	celeb	sarcasm
718388827371474945	#HIV	HIV	2016-04-08 10:43:38	Blogxpcom	$20 says Prince got AIDS from David Bowie			Mountain Time (US & Canada)	447859275	None	1	Individual	celeb	sarcasm
718346390787788800	AIDS	HIV	2016-04-08 07:55:00	xxBEGAILxx	Jeremy lins hairstyle is giving me aids			Atlantic Time (Canada)	2415562138	None	1	Individual	celeb	sarcasm
719765877646880768	#HIV	HIV	2016-04-12 05:55:32	Jimmy_Arniel	@All_Trends_IT Bieber is the new Charlie Sheen .. #HIV .. it's only a matter of time			Pacific Time (US & Canada)	2603788669	None	3	Individual	celeb
719960529339592707	#HIV	HIV	2016-04-12 18:49:01	ItsFrnco10	"Thank you, Senator Michael Brown, for supporting #syringeexchange &amp; #RyanWhite to fight #HIV @HIVMA #RWMPC #EndAIDS https://t.co/yKfCV1StHR"			Central Time (US & Canada)	17145161	None	5	Individual	celeb
723159743750103040	#HIV	HIV	2016-04-21 14:41:33	arab1anstar	"#OnThisDay 1992: Retired tennis great Arthur Ashe announces that he has AIDS, acquired from blood transfusions during one of his two heart ..."		"Tucson,Az"	None	135618578	None	1	Individual	celeb
718678939137351680	#HIV	HIV	2016-04-09 05:56:26	TruthMvmntNews	#Prince AIDS kills			None		None	6	Individual	celeb
721740687960453121	#HIV	HIV	2016-04-17 16:42:43	DokterJizzmoppe	#prince died of aids			None	4824558177	None	1	Individual	celeb
723081437935607809	#HIV	HIV	2016-04-21 09:30:23	UnfpaSyria	#Prince died of AIDS get over it ---- #PrinceDeadFromAIDS			Pacific Time (US & Canada)	3589265175	None	2	Individual	celeb
718395610257321984	#HIV	HIV	2016-04-08 11:10:35	H_eHA	"#Prince, let the guessing begin. #Aids #Hep #IllegalDrugOD #ScriptDrugOD #suicide #Carridined"			Eastern Time (US & Canada)	25341986	None	1	Individual	celeb
718529019503710208	#HIV	HIV	2016-04-08 20:00:42	sethrow991	#PrinceHadAids AIDS			None		None	6	Individual	celeb
718159990792396800	#HIV	HIV	2016-04-07 19:34:19	sethrow991	#PrinceRIP There r rumours he died of aids..   Still a legend   Raspberry beret		"Manchester, England"	None	150677227	None	2	Individual	celeb
718159571089403904	#HIV	HIV	2016-04-07 19:32:39	sethrow991	#RIPPrince Prince died of aids....			None		None	1	Individual	celeb
723321191138631680	#HIV	HIV	2016-04-22 01:23:05	bakemonogatarig	#RIPPrinceRogersNelson AIDS			None		None	6	Individual	celeb
719425836592603138	#HIV	HIV	2016-04-11 07:24:20	SelectClinical	"#RyanWhite Remembering Ryan White, the teen who fought against the stigma of AIDS https://t.co/ylQ4CAoI4x via @NewsHour"		"Beavercreek, OH"	None	313643791	None	1	Individual	celeb
722720093105483778	#HIV	HIV	2016-04-20 09:34:32	MenEngageAfrica	#WashingtonSquarePark #Bernie knows the history of Stonewall. Hillary praises Reagan for his effective advocacy for HIV/AIDS awareness			Eastern Time (US & Canada)	244589787	None	1	Individual	celeb
722180033951862784	#HIV	HIV	2016-04-18 21:48:32	gaymen_online	#why r ppl say n Prince had aids i don't understand nor care i'm a fan and i loved his music			None	4916575213	None	1	Individual	celeb
719101309325086721	#HIV	HIV	2016-04-10 09:54:47	BiologyTopNews	*talking about Prince* Robin: how did he die?  Lauren: well he went to the hospital *Robin interrupts*  Robin: damn he had AIDS?			Mountain Time (US & Canada)	62117408	None	1	Individual	celeb
721456741137965056	#HIV	HIV	2016-04-16 21:54:25	BiologyTopNews	. RT @ModelBroaddd: 57 year old MILLIONAIRES don't die of the flu  sorry not sorry Prince had AIDS https://t.co/2rMYj5hyLq			Hawaii	279185940	None	1	Individual	celeb
718685347526348800	#HIV	HIV	2016-04-09 06:21:54	Trinesteensen	.....why me just ask me if Prince died of AIDS jdjshsjdj			Pacific Time (US & Canada)	54433194	None	1	Individual	celeb
719374599561945088	#HIV	HIV	2016-04-11 04:00:44	laxmionline	@_bigbadwolfe22 @Dfranklin65 I'll take Magic post-AIDS over Larry Bird smh		"Land O' Lakes, FL"	Eastern Time (US & Canada)	903062762	None	1	Individual	celeb
720780663251693568	#HIV	HIV	2016-04-15 01:07:56	blundell_judy	"@_Birdy_Girl_ @equizmen bitch you are not kim Kardashian, you're a, slut that NO descent man wants Get a Life Bitch!!!!!#Aids."			None		None	1	Individual	celeb
722940865166118913	#HIV	HIV	2016-04-21 00:11:48	FOX5MedicalTeam	"@_damnhoe: ain't nobody dyin from just havin the flu, prince had aids.  Even if he did have aids, you clearly don't know how it works"			London	470148264	None	4	Individual	celeb
719614536098127872	#HIV	HIV	2016-04-11 19:54:09	SenaChat	@_khaleesiii_ someone said he might've had aids		uw seattle	Pacific Time (US & Canada)	538728972	None	1	Individual	celeb
723347267810299904	AIDS	HIV	2016-04-22 03:06:42	TimKcomic	#WereGonnaPartyLikeIts Charlie Sheen pre-AIDS	"@MyattMyAss is mine, host @HashTagFelons, + @UnhingedTags, host of @TWOTWPodcast, https://t.co/rG8ckdfnmR  ,  @patreon support link https://t.co/asDLPWc9wV"	"Hamilton, Ontario"	None	2191701846	None	8	Individual	celeb
722393710529372160	AIDS	HIV	2016-04-19 11:57:36	ShitLilJoeSays	"13 April, on Charlie Sheen going rogue: That's what happens when you have the AIDS, @DonGeronimoShow. Thank God I don't have it..."	"@ShitPhantomSays could not satiate my urges.  So I created this twitter feed.  Enjoy, cockmasters! -MJ"	"Roseville, CA"	None	946688803	None	2	Individual	celeb
717908265359839232	AIDS	HIV	2016-04-07 02:54:03	HLRacicot	The problem with AIDS is it's too slow: LAPD Investigate Charlie Sheen For Threatening To Kill Fiancee https://t.co/i57pDiSPR1 via @Variety	````````````````Born Loser``````````````````````	"Michigan, USA"	Pacific Time (US & Canada)	490240593	None	1	Individual	celeb
719902247283527681	AIDS	HIV	2016-04-12 14:57:25	WIDDED	Wut if magic gave Charlie sheen AIDS?  @Weezy401 @OceANStaTeJAck @RandmAfcnSounds @Luis_the_13th @MagnificentVee @CrazOldMaurice	"5'5 with the soul of a 6ft nigga...reppin da 401, LIB all day..instagram: @BennyBobby...SnapChat: ZZ-86...#teamgreenmachine, #teamtmz, #teamsingle"	"Providence, Rhode Island"	None	189061495	None	1	Individual	celeb
717916281685454848	AIDS	HIV	2016-04-07 03:25:54	delilahX0	Charlie Sheen needs to spend the rest of his days behind bars https://t.co/jPsRRn7bON	A funny thing about Tolerant people is They're really only Tolerant when you agree with them	"Riverside, CA"	None	4667045941	None	1	Individual	celeb
717987791393558528	AIDS	HIV	2016-04-07 08:10:03	cjcallum1	@EASPORTSFIFA your game is wank it has more aids then charlie sheen	Aussie  Manchester United	"Victoria, Australia"	None	3239480192	None	1	Individual	celeb
723206066603999232	AIDS	HIV	2016-04-21 17:45:37	BudgieBigelow	@vintagetango Prince had AIDs before Charlie Sheen made it cool.	"Author of Askharoth,Desperately Seeking Shemale, and Draken, Son of Drog on Amazon Kindle. Blogger of short fiction and #FreedomLane."	New Haven	None	575867885	None	1	Individual	celeb
718034440790937600	AIDS	HIV	2016-04-07 11:15:25	zigy1213	So Charlie sheen has aids...so through all the years he has had countless famous girlfriends/porn stars..has anybody put 2&amp;2 together ??	"Born in Tampa, Fl.... sports capper, weed lover, entrepreneur"	"Tampa, FL"	None	1276052636	None	1	Individual	celeb
720363712104632324	AIDS	HIV	2016-04-13 21:31:07	J_Gooder	My nigga Sheezy in LA smokin on Charlie Sheen loud pack I told him don't catch AIDS	Brutally Honest Nigga	in the Chi...	Eastern Time (US & Canada)	119971724	None	2	Individual	celeb
718178962904637444	AIDS	HIV	2016-04-07 20:49:42	theMBLgaming	@SteveGreeneCOM wanna hear a joke? Charlie sheen called he wants his aids back	"Content Creator for @Fullscreen , Sponsor: @CinchGamig 5% off themblgaming youtube below"	"New York, USA"	None	1203111247	None	1	Individual	celeb
717949138390765568	AIDS	HIV	2016-04-07 05:36:28	nicholeleeolee	@fake_irl I guess Charlie Sheen has aids and I have you.	"Diana made me do this|Yvonne is cute|Sarai,Illeana and Brenda are my faves|Alex is pretty great 03-14-15|"	Stalking Robert Downey JR.	Pacific Time (US & Canada)	4837251312	None	1	Individual	celeb
723280137672777728	AIDS	HIV	2016-04-21 22:39:57	exhxdx	Prince Got AIDS From Charlie Sheen	D-List Ethan Hawke. Kali Yuga Mosh. All that lean make my voice raspy.	New Orleans	None	3291037459	None	3	Individual	celeb
722754928209457152	AIDS	HIV	2016-04-20 11:52:57	The_Statement	Charlie Sheen was really out here marketing Tiger Blood with AIDS the whole time lol	Everything I tweet is a lie.	Sanctum Sanctorum	Eastern Time (US & Canada)	27912357	None	2	Individual	celeb
718523245742419968	#HIV	HIV	2016-04-08 19:37:45	iLLnigma	@Royceda59 that line you said about leave you in a cell with Charlie Sheen I bet you take that back now! #HIV	"For booking: Press inquiries, performances, or appearances email iLLnigma1@gmail.com"	SWOOOPNATION	Eastern Time (US & Canada)	65488306	None	1	Individual	celeb
718021787427217408	AIDS	HIV	2016-04-07 10:25:08	fuckboy_joey	Lmao on top of having aids Charlie Sheen is being charged with trying to have his ex girlfriend murdered	"fuck boy.               Webster,MA                                        you're*                   snapchat: joey1217"	NULL	None	845792964	None	1	Individual	celeb
721448325208100865	AIDS	HIV	2016-04-16 21:20:59	xo__lauurenn	"Brother: speaking of aids, I saw magic johnson &amp; charlie sheen at the dodger game yesterday"	glendora high '16	w/ tay or @ disneyland	Pacific Time (US & Canada)	2845486837	None	1	Individual	celeb
723195473616461824	AIDS	HIV	2016-04-21 17:03:31	wowcoolstory	Looks like Charlie Sheen wasn't the only big celebrity with Aids. #RIPPrince	Hi	NULL	None	979021236	None	2	Individual	celeb
719677956726005760	AIDS	HIV	2016-04-12 00:06:10	zerodecoded	They say that Bill Cosby raped a bunch of people. I hope he didn't rape Magic Johnson or Charlie Sheen because they both have aids.	I am Kevin.	NULL	None	1526821538	None	6	Individual	celeb
721065640656793600	AIDS	HIV	2016-04-15 20:00:20	franksayles2	Two and Half Men makes me sick it's so unfunny. Charlie Sheen getting Aids was God's way of taking that show lightly fuck.	I can't finish a footlong	Birmingham/Kernow	Casablanca	499258538	None	1	Individual	celeb
